Artist,Nationality,Gender,Race,Ethnicity,Title,Year
Georges Rouault,French,Male,White,Not Hispanic or Latinx,The Old King,1969
Georges Rouault,French,Male,White,Not Hispanic or Latinx,Head of Christ,1977
Georges Rouault,French,Male,White,Not Hispanic or Latinx,The Old King,1977
Georges Rouault,French,Male,White,Not Hispanic or Latinx,Head of Christ,1986
Georges Rouault,French,Male,White,Not Hispanic or Latinx,The Old King,1986
Georges Rouault,French,Male,White,Not Hispanic or Latinx,Head of Christ,1991
Georges Rouault,French,Male,White,Not Hispanic or Latinx,The Old King,1991
Georges Rouault,French,Male,White,Not Hispanic or Latinx,Head of Christ,1995
Georges Rouault,French,Male,White,Not Hispanic or Latinx,The Old King,1995
Georges Rouault,French,Male,White,Not Hispanic or Latinx,Head of Christ,2001
Georges Rouault,French,Male,White,Not Hispanic or Latinx,The Old King,2001
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Bathers,1963
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1963
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Bathers,1969
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1969
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Bathers,1977
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1977
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Bathers,1986
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1986
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1991
Georges Seurat,French,Male,White,Not Hispanic or Latinx,The Bathers,1991
Georges Seurat,French,Male,White,Not Hispanic or Latinx,A Sunday Afternoon on the Island of La Grande Jatte,1995
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Chahut,1995
Georges Seurat,French,Male,White,Not Hispanic or Latinx,The Couple,1995
Georges Seurat,French,Male,White,Not Hispanic or Latinx,A Sunday Afternoon on the Island of La Grande Jatte,2001
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Chahut,2001
Georges Seurat,French,Male,White,Not Hispanic or Latinx,The Couple,2001
Georges Seurat,French,Male,White,Not Hispanic or Latinx,A Sunday Afternoon on the Island of La Grande Jatte,2007
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Le Chahut,2007
Georges Seurat,French,Male,White,Not Hispanic or Latinx,A Sunday Afternoon on the Island of La Grande Jatte,2011
Georges Seurat,French,Male,White,Not Hispanic or Latinx,Le Chahut,2011
Georgia O'Keeffe,American,Female,White,Not Hispanic or Latinx,Dark Abstraction,1986
Georgia O'Keeffe,American,Female,White,Not Hispanic or Latinx,Black Iris III,1991
Georgia O'Keeffe,American,Female,White,Not Hispanic or Latinx,Black Iris III,1995
Georgia O'Keeffe,American,Female,White,Not Hispanic or Latinx,Black Iris III,2001
Georgia O'Keeffe,American,Female,White,Not Hispanic or Latinx,Black Iris III,2007
Georgia O'Keeffe,American,Female,White,Not Hispanic or Latinx,Black Iris III,2011
Gertrude Käsebier,American,Female,White,Not Hispanic or Latinx,The Magic Crystal,1986
Gertrude Käsebier,American,Female,White,Not Hispanic or Latinx,The Magic Crystal,1991
Gertrude Käsebier,American,Female,White,Not Hispanic or Latinx,The Magic Crystal,1995
Gertrude Käsebier,American,Female,White,Not Hispanic or Latinx,The Magic Crystal,2001
Gertrude Käsebier,American,Female,White,Not Hispanic or Latinx,Blessed Art Thou Among Women,2007
Gertrude Käsebier,American,Female,White,Not Hispanic or Latinx,Blessed Art Thou Among Women,2011
Giorgio de Chirico,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1963
Giorgio de Chirico,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1969
Giorgio de Chirico,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1977
Giorgio de Chirico,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1986
Giorgio de Chirico,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1991
Giorgio de Chirico,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1995
Giorgio de Chirico,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,2001
Giorgio de Chirico,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,2007
Giorgio de Chirico,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,2011
Giovanni Battista Piranesi,Italian,Male,White,Not Hispanic or Latinx,Tomb of the Metalli,2007
Giovanni Battista Piranesi,Italian,Male,White,Not Hispanic or Latinx,Tomb of the Metalli,2011
Grandville,French,Male,White,Not Hispanic or Latinx,"A View of the Paris Salon of this year and all past and future years, from Un autre monde",1977
Grant Wood,American,Male,White,Not Hispanic or Latinx,American Gothic,2007
Grant Wood,American,Male,White,Not Hispanic or Latinx,American Gothic,2011
Gustav Klimt,Austrian,Male,White,Not Hispanic or Latinx,The Kiss,1986
Gustav Klimt,Austrian,Male,White,Not Hispanic or Latinx,The Kiss,1991
Gustav Klimt,Austrian ,Male,White,Not Hispanic or Latinx,The Kiss,1995
Gustav Klimt,Austrian ,Male,White,Not Hispanic or Latinx,The Kiss,2001
Gustav Klimt,Austrian,Male,White,Not Hispanic or Latinx,The Kiss,2007
Gustav Klimt,Austrian,Male,White,Not Hispanic or Latinx,The Kiss,2011
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,"Interior of My Studio, a Real Allegory Summing Up Seven Years of My Life as an Artist",1963
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,The Stone Breakers,1963
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,"Interior of My Studio, a Real Allegory Summing Up Seven Years of My Life as an Artist",1969
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,The Stone Breakers,1969
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,"Interior of My Studio, a Real Allegory Summing Up Seven Years of My Life as an Artist",1977
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,The Stone Breakers,1977
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,"Interior of My Studio, a Real Allegory Summing Up Seven Years of My Life as an Artist",1986
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,The Stone Breakers,1986
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,Studio of a Painter: A Real Allegory Summarizing my Seven Years of Life as an Artist,1991
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,The Stone Breakers,1991
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,Studio of a Painter: A Real Allegory Summarizing My Seven Years of Life as an Artist,1995
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,The Stone Breakers,1995
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,Burial at Ornans,2001
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,Studio of a Painter: A Real Allegory Summarizing My Seven Years of Life as an Artist,2001
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,Burial at Ornans,2007
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,The Stone Breakers,2007
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,Burial at Ornans,2011
Gustave Courbet,French,Male,White,Not Hispanic or Latinx,The Stone Breakers,2011
Gustave Le Gray,French,Male,White,Not Hispanic or Latinx,Mediterranean Sea at Sète,2007
Gustave Le Gray,French,Male,White,Not Hispanic or Latinx,Brig on the Water,2011
Gustave Moreau,French,Male,White,Not Hispanic or Latinx,The Apparition (Dance of Salomé),1969
Gustave Moreau,French,Male,White,Not Hispanic or Latinx,The Apparition (Dance of Salomé),1977
Gustave Moreau,French,Male,White,Not Hispanic or Latinx,The Apparition (Dance of Salomé),1986
Gustave Moreau,French,Male,White,Not Hispanic or Latinx,The Apparition (Dance of Salomé),1991
Gustave Moreau,French,Male,White,Not Hispanic or Latinx,The Apparition (Dance of Salomé),1995
Gustave Moreau,French,Male,White,Not Hispanic or Latinx,The Apparition (Dance of Salomé),2001
Gustave Moreau,French,Male,White,Not Hispanic or Latinx,The Apparition (Dance of Salomé),2007
Gustave Moreau,French,Male,White,Not Hispanic or Latinx,The Apparition (Dance of Salomé),2011
Hannah Höch,German,Female,White,Not Hispanic or Latinx,Cut with the Kitchen Knife Dada Through the Last Weimar Beer Belly Cultural Epoch of Germany,2007
Hannah Höch,German,Female,White,Not Hispanic or Latinx,Cut with the Kitchen Knife Dada Through the Last Weimar Beer Belly Cultural Epoch of Germany,2011
Helen Frankenthaler,American,Female,White,Not Hispanic or Latinx,Blue Causeway,1986
Helen Frankenthaler,American,Female,White,Not Hispanic or Latinx,The Bay,1991
Helen Frankenthaler,American,Female,White,Not Hispanic or Latinx,The Bay,1995
Helen Frankenthaler,American,Female,White,Not Hispanic or Latinx,The Bay,2001
Helen Frankenthaler,American,Female,White,Not Hispanic or Latinx,Mountains and Sea,2007
Helen Frankenthaler,American,Female,White,Not Hispanic or Latinx,Mountains and Sea,2011
Henri Cartier-Bresson,French,Male,White,Not Hispanic or Latinx,"Mexico, 1934",1986
Henri Cartier-Bresson,French,Male,White,Not Hispanic or Latinx,"Mexico, 1934",1991
Henri Cartier-Bresson,French,Male,White,Not Hispanic or Latinx,"Mexico, 1934",1995
Henri Cartier-Bresson,French,Male,White,Not Hispanic or Latinx,"Mexico, 1934",2001
Henri Cartier-Bresson,French,Male,White,Not Hispanic or Latinx,Behind the Gare Saint-Lazare,2007
Henri Cartier-Bresson,French,Male,White,Not Hispanic or Latinx,Behind the Gare Saint-Lazare,2011
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,At the Moulin Rouge,1963
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,At the Moulin Rouge,1969
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,At the Moulin Rouge,1977
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,At the Moulin Rouge,1986
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,At the Moulin Rouge,1991
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,At the Moulin Rouge,1995
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,La Goulue,1995
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,At the Moulin Rouge,2001
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,La Goulue,2001
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,Le Missionnaire,2001
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,At the Moulin Rouge,2007
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,La Goulue,2007
Henri de Toulouse-Lautrec,French,Male,White,Not Hispanic or Latinx,La Goulue,2011
Henri Lartigue,French,Male,White,Not Hispanic or Latinx,"Avenue du Bois du Bologne (Woman with Furs, or Arlette Prevost, called ""Anna la Pradvina,"" with her dogs ""Chichi"" et ""Gogo"") 15 Janvier 1911",2011
Henri Matisse,French,Male,White,Not Hispanic or Latinx,Harmony in Red (Red Room),1963
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Joy of Life,1963
Henri Matisse,French,Male,White,Not Hispanic or Latinx,Harmony in Red (Red Room),1969
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Joy of Life,1969
Henri Matisse,French,Male,White,Not Hispanic or Latinx,Harmony in Red (Red Room),1977
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Joy of Life,1977
Henri Matisse,French,Male,White,Not Hispanic or Latinx,Harmony in Red (Red Room),1986
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Joy of Life,1986
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Joy of Life,1991
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Red Studio,1991
Henri Matisse,French,Male,White,Not Hispanic or Latinx,Decorative Figure Against an Ornamental Background,1995
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Joy of Life,1995
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Red Studio,1995
Henri Matisse,French,Male,White,Not Hispanic or Latinx,Decorative Figure Against an Ornamental Background,2001
Henri Matisse,French,Male,White,Not Hispanic or Latinx,Piano Lesson,2001
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Joy of Life,2001
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Red Studio,2001
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Joy of Life,2007
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Red Studio,2007
Henri Matisse,French,Male,White,Not Hispanic or Latinx,Woman with a Hat,2007
Henri Matisse,French,Male,White,Not Hispanic or Latinx,Woman with a Hat,2011
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Joy of Life,2011
Henri Matisse,French,Male,White,Not Hispanic or Latinx,The Red Studio,2011
Henri Rousseau,French,Male,White,Not Hispanic or Latinx,The Dream,1963
Henri Rousseau,French,Male,White,Not Hispanic or Latinx,The Dream,1969
Henri Rousseau,French,Male,White,Not Hispanic or Latinx,The Dream,1977
Henri Rousseau,French,Male,White,Not Hispanic or Latinx,The Dream,1986
Henri Rousseau,French,Male,White,Not Hispanic or Latinx,The Dream,1991
Henri Rousseau,French,Male,White,Not Hispanic or Latinx,The Dream,1995
Henri Rousseau,French,Male,White,Not Hispanic or Latinx,The Dream,2001
Henri Rousseau,French,Male,White,Not Hispanic or Latinx,The Dream,2007
Henri Rousseau,French,Male,White,Not Hispanic or Latinx,The Dream,2011
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,1963
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,1969
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,1977
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,1986
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,1991
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,1995
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,2001
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,2007
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,Thor Battering the Midgard Serpent,2007
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,2011
Henry Fuseli,Swiss,Male,White,Not Hispanic or Latinx,Thor Battering the Midgard Serpent,2011
Henry Ossawa Tanner,American,Male,Black or African American,Not Hispanic or Latinx,The Banjo Lesson,1986
Henry Ossawa Tanner,American,Male,Black or African American,Not Hispanic or Latinx,The Banjo Lesson,1991
Henry Ossawa Tanner,American,Male,Black or African American,Not Hispanic or Latinx,The Banjo Lesson,1995
Henry Ossawa Tanner,American,Male,Black or African American,Not Hispanic or Latinx,The Banjo Lesson,2001
Henry Ossawa Tanner,American,Male,Black or African American,Not Hispanic or Latinx,Angels Appearing before the Shepherds,2007
Henry Ossawa Tanner,American,Male,Black or African American,Not Hispanic or Latinx,Angels Appearing before the Shepherds,2011
Henry Peach Robinson,British,Male,White,Not Hispanic or Latinx,Fading Away,1986
Henry Peach Robinson,British,Male,White,Not Hispanic or Latinx,Fading Away,1991
Henry Peach Robinson,British,Male,White,Not Hispanic or Latinx,Fading Away,1995
Henry Peach Robinson,British,Male,White,Not Hispanic or Latinx,Fading Away,2001
Herbert Bayer,Austrian-American,Male,White,Not Hispanic or Latinx,lonely metropolitan,1986
Herbert Bayer,Austrian-American,Male,White,Not Hispanic or Latinx,lonely metropolitan,1991
Herbert Bayer,Austrian-American,Male,White,Not Hispanic or Latinx,lonely metropolitan,1995
Herbert Bayer,Austrian-American,Male,White,Not Hispanic or Latinx,lonely metropolitian,2001
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Don Quixote Attacking the Windmills,1963
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,It's Safe to Release This One!,1963
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,The Third-Class Carriage,1963
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Don Quixote Attacking the Windmills,1969
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,It's Safe to Release This One!,1969
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,The Third-Class Carriage,1969
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Don Quixote Attacking the Windmills,1977
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,It's Safe to Release This One!,1977
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,The Third-Class Carriage,1977
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Don Quixote Attacking the Windmills,1986
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,It's Safe to Release This One!,1986
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Nadar Elevating Photography to the Height of Art,1986
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,The Third-Class Carriage,1986
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Don Quixote Attacking the Windmills,1991
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,It's Safe to Release This One!,1991
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Nadar Elevating Photography to the Height of Art,1991
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,The Third-Class Carriage,1991
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Don Quixote Attacking the Windmills,1995
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,It's Safe to Release This One!,1995
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Nadar Elevating Photography to the Height of Art,1995
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,The Third-Class Carriage,1995
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,It's Safe to Release This One!,2001
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,Nadar Elevating Photography to the Height of Art,2001
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,The Third-Class Carriage,2001
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,It's Safe to Release This One!,2007
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,The Third-Class Carriage,2007
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,It's Safe to Release This One!,2011
Honoré Daumier,French,Male,White,Not Hispanic or Latinx,The Third-Class Carriage,2011
Jackson Pollock,American,Male,White,Not Hispanic or Latinx,"One (#31, 1950)",1963
Jackson Pollock,American,Male,White,Not Hispanic or Latinx,"One (#31, 1950)",1969
Jackson Pollock,American,Male,White,Not Hispanic or Latinx,"One (#31, 1950)",1977
Jackson Pollock,American,Male,White,Not Hispanic or Latinx,"One (#31, 1950)",1986
Jackson Pollock,American,Male,White,Not Hispanic or Latinx,"Autumnal Rhythm: Number 30, 1950",1991
Jackson Pollock,American,Male,White,Not Hispanic or Latinx,"Autumnal Rhythm: Number 30, 1950",1995
Jackson Pollock,American,Male,White,Not Hispanic or Latinx,"Autumnal Rhythm: Number 30, 1950",2001
Jackson Pollock,American,Male,White,Not Hispanic or Latinx,"Autumnal Rhythm: Number 30, 1950",2007
Jackson Pollock,American,Male,White,Not Hispanic or Latinx,"Autumnal Rhythm: Number 30, 1950",2011
Jacob Lawrence,American,Male,Black or African American,Not Hispanic or Latinx,"The Migration of the Negro, Series, number 58",1995
Jacob Lawrence,American,Male,Black or African American,Not Hispanic or Latinx,"The Migration of the Negro, Series, number 58",2001
Jacob Lawrence,American,Male,Black or African American,Not Hispanic or Latinx,"The Migration of the Negro, Series, number 58",2007
Jacob Lawrence,American,Male,Black or African American,Not Hispanic or Latinx,"In the North the Negro Had Better Educational Facilities, from the series The Migration of the Negro, number 58",2011
Jacob Riis,Danish-American,Male,White,Not Hispanic or Latinx,Bandits' Roost,1986
Jacob Riis,Danish-American,Male,White,Not Hispanic or Latinx,Bandits' Roost,1991
Jacob Riis,Danish-American,Male,White,Not Hispanic or Latinx,Bandits' Roost,1995
Jacob Riis,Danish-American,Male,White,Not Hispanic or Latinx,Bandits' Roost,2001
Jacob Riis,Danish-American,Male,White,Not Hispanic or Latinx,"Five Cents a Spot, Unauthorized Lodgings in a Bayard Street Tenement",2007
Jacob Riis,Danish-American,Male,White,Not Hispanic or Latinx,"Five Cents a Spot, Unauthorized Lodgings in a Bayard Street Tenement",2011
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Marat,1963
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Socrates,1963
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,View of the Luxembourg Gardens,1963
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Marat,1969
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Socrates,1969
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,View of the Luxembourg Gardens,1969
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Marat,1977
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Socrates,1977
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,View of the Luxembourg Gardens,1977
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Marat,1986
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Socrates,1986
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,View of the Luxembourg Gardens,1986
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Marat,1991
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Socrates,1991
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Marat,1995
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Socrates,1995
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Marat,2001
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Socrates,2001
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Marat,2007
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Oath of the Horatii,2007
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Death of Marat,2011
Jacques-Louis David,French,Male,White,Not Hispanic or Latinx,The Oath of the Horatii,2011
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Arrangement in Black and Gray: The Artist's Mother,1963
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Nocturne in Black and Gold: The Falling Rocket,1963
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Arrangement in Black and Gray: The Artist's Mother,1969
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Nocturne in Black and Gold: The Falling Rocket,1969
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Arrangement in Black and Gray: The Artist's Mother,1977
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Nocturne in Black and Gold: The Falling Rocket,1977
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Arrangement in Black and Gray: The Artist's Mother,1986
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Nocturne in Black and Gold: The Falling Rocket,1986
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Arrangement in Black and Gray: The Artist's Mother,1991
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Nocturne in Black and Gold: The Falling Rocket,1991
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Arrangement in Black and Gray: The Artist's Mother,1995
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Harmony in Blue and Gold: The Peacock Room,1995
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Nocturne in Black and Gold: The Falling Rocket,1995
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Arrangement in Black and Gray: The Artist's Mother,2001
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Nocturne in Black and Gold: The Falling Rocket,2001
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Nocturne in Black and Gold: The Falling Rocket,2007
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Symphony in White No. II: The Little White Girl,2007
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Nocturne in Black and Gold: The Falling Rocket,2011
James Abbott McNeill Whistler,American,Male,White,Not Hispanic or Latinx,Symphony in White No. II: The Little White Girl,2011
James Ensor,Belgian,Male,White,Not Hispanic or Latinx,Intrigue,1963
James Ensor,Belgian,Male,White,Not Hispanic or Latinx,Intrigue,1969
James Ensor,Belgian,Male,White,Not Hispanic or Latinx,Intrigue,1977
James Ensor,Belgian,Male,White,Not Hispanic or Latinx,Intrigue,1986
James Ensor,Belgian,Male,White,Not Hispanic or Latinx,Intrigue,1991
James Ensor,Belgian,Male,White,Not Hispanic or Latinx,Christ's Entry into Brussels in 1889,1995
James Ensor,Belgian,Male,White,Not Hispanic or Latinx,Christ's Entry into Brussels in 1889,2001
James Ensor,Belgian,Male,White,Not Hispanic or Latinx,Christ's Entry into Brussels in 1889,2007
James Ensor,Belgian,Male,White,Not Hispanic or Latinx,Christ's Entry into Brussels in 1889,2011
James Van Der Zee,American,Male,Black or African American,Not Hispanic or Latinx,"The Wife of the Reverend Becton, Pastor of Salem Methodist Church",1991
James Van Der Zee,American,Male,Black or African American,Not Hispanic or Latinx,"The Wife of the Reverend Becton, Pastor of Salem Methodist Church",1995
James Van Der Zee,American,Male,Black or African American,Not Hispanic or Latinx,At Home,2001
James Van Der Zee,American,Male,Black or African American,Not Hispanic or Latinx,"Couple Wearing Raccoon Coats with a Cadillac, Taken on West 127th Street, Harlem, New York",2007
Jasper Johns,American,Male,White,Not Hispanic or Latinx,Three Flags,1969
Jasper Johns,American,Male,White,Not Hispanic or Latinx,Three Flags,1977
Jasper Johns,American,Male,White,Not Hispanic or Latinx,Three Flags,1986
Jasper Johns,American,Male,White,Not Hispanic or Latinx,Three Flags,1991
Jasper Johns,American,Male,White,Not Hispanic or Latinx,Three Flags,1995
Jasper Johns,American,Male,White,Not Hispanic or Latinx,Three Flags,2001
Jasper Johns,American,Male,White,Not Hispanic or Latinx,Three Flags,2007
Jasper Johns,American,Male,White,Not Hispanic or Latinx,Three Flags,2011
Jean (Hans) Arp,German-French,Male,White,Not Hispanic or Latinx,Collage with Squares Arranged According to the Laws of Chance,1969
Jean (Hans) Arp,German-French,Male,White,Not Hispanic or Latinx,Collage with Squares Arranged According to the Laws of Chance,1977
Jean (Hans) Arp,German-French,Male,White,Not Hispanic or Latinx,Collage with Squares Arranged According to the Laws of Chance,1986
Jean (Hans) Arp,German-French,Male,White,Not Hispanic or Latinx,Collage with Squares Arranged According to the Laws of Chance,1991
Jean (Hans) Arp,German-French,Male,White,Not Hispanic or Latinx,The Entombment of the Birds and Butterflies (Head of Tzara),2007
Jean (Hans) Arp,German-French,Male,White,Not Hispanic or Latinx,The Entombment of the Birds and Butterflies (Head of Tzara),2011
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Berlin,1963
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1963
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Berlin,1969
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1969
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1977
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1977
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Odalisque,1977
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1986
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1986
