Artist,Title,Year,Nationality,Gender,Race,Ethnicity
Aaron Douglas,Noah's Ark,1991,American,Male,Black or African American,Not Hispanic or Latinx
Aaron Douglas,Noah's Ark,1996,American,Male,Black or African American,Not Hispanic or Latinx
Aaron Douglas,Noah's Ark,2001,American,Male,Black or African American,Not Hispanic or Latinx
Aaron Douglas,Noah's Ark,2005,American,Male,Black or African American,Not Hispanic or Latinx
Aaron Douglas,Noah's Ark,2009,American,Male,Black or African American,Not Hispanic or Latinx
Aaron Douglas,Noah's Ark,2013,American,Male,Black or African American,Not Hispanic or Latinx
Aaron Douglas,Noah's Ark,2016,American,Male,Black or African American,Not Hispanic or Latinx
Aaron Douglas,"From Slavery through Reconstruction, from Aspects of Negro Life",2020,American,Male,Black or African American,Not Hispanic or Latinx
Adélaïde Labille-Guiard,Self-Portrait with Two Pupils,2013,French,Female,White,Not Hispanic or Latinx
Adélaïde Labille-Guiard,Self-Portrait with Two Pupils,2016,French,Female,White,Not Hispanic or Latinx
Adélaïde Labille-Guiard,Self-Portrait with Two Pupils,2020,French,Female,White,Not Hispanic or Latinx
Adolphe William Bouguereau,The Birth of Venus,1970,French,Male,White,Not Hispanic or Latinx
Adolphe William Bouguereau,The Birth of Venus,1975,French,Male,White,Not Hispanic or Latinx
Adolphe William Bouguereau,Nymphs and Satyr,1980,French,Male,White,Not Hispanic or Latinx
Adolphe William Bouguereau,Nymphs and Satyr,1986,French,Male,White,Not Hispanic or Latinx
Adolphe William Bouguereau,Nymphs and Satyr,1991,French,Male,White,Not Hispanic or Latinx
Adolphe William Bouguereau,Nymphs and Satyr,1996,French,Male,White,Not Hispanic or Latinx
Adolphe William Bouguereau,Nymphs and Satyr,2001,French,Male,White,Not Hispanic or Latinx
Adolphe William Bouguereau,Nymphs and Satyr,2005,French,Male,White,Not Hispanic or Latinx
Adolphe William Bouguereau,Nymphs and Satyr,2009,French,Male,White,Not Hispanic or Latinx
Albert Bierstadt,Among the Sierra Nevada Mountains,2001,German-American,Male,White,Not Hispanic or Latinx
Albert Bierstadt,Among the Sierra Nevada Mountains,2005,German-American,Male,White,Not Hispanic or Latinx
Albert Bierstadt,Among the Sierra Nevada Mountains,2009,German-American,Male,White,Not Hispanic or Latinx
Albert Bierstadt,Among the Sierra Nevada Mountains,2013,German-American,Male,White,Not Hispanic or Latinx
Albert Bierstadt,"Among the Sierra Nevada Mountains, California",2016,German-American,Male,White,Not Hispanic or Latinx
Albert Bierstadt,"Among the Sierra Nevada Mountains, California",2020,German-American,Male,White,Not Hispanic or Latinx
Albert Pinkham Ryder,Moonlit Cove,1936,American,Male,White,Not Hispanic or Latinx
Albert Pinkham Ryder,Moonlit Cove,1948,American,Male,White,Not Hispanic or Latinx
Albert Pinkham Ryder,Moonlight Marine,1959,American,Male,White,Not Hispanic or Latinx
Albert Pinkham Ryder,Death on a Pale Horse,1980,American,Male,White,Not Hispanic or Latinx
Albert Pinkham Ryder,Death on a Pale Horse,1986,American,Male,White,Not Hispanic or Latinx
Albert Pinkham Ryder,Death on a Pale Horse,1991,American,Male,White,Not Hispanic or Latinx
Albert Pinkham Ryder,Death on a Pale Horse,1996,American,Male,White,Not Hispanic or Latinx
Alexander Gardner,Carnage at Antietam,1996,Scottish,Male,White,Not Hispanic or Latinx
Alexandre Cabanel,The Birth of Venus,1959,French,Male,White,Not Hispanic or Latinx
Alfred Stieglitz,Steerage,1959,American,Male,White,Not Hispanic or Latinx
Alfred Stieglitz,The Steerage,1991,American,Male,White,Not Hispanic or Latinx
Alfred Stieglitz,The Steerage,1996,American,Male,White,Not Hispanic or Latinx
Alfred Stieglitz,The Steerage,2001,American,Male,White,Not Hispanic or Latinx
Alfred Stieglitz,The Steerage,2005,American,Male,White,Not Hispanic or Latinx
Alfred Stieglitz,The Steerage,2009,American,Male,White,Not Hispanic or Latinx
Alfred Stieglitz,The Steerage,2013,American,Male,White,Not Hispanic or Latinx
Alfred Stieglitz,The Steerage,2016,American,Male,White,Not Hispanic or Latinx
Alfred Stieglitz,The Steerage,2020,American,Male,White,Not Hispanic or Latinx
Alfredo Guido,Stevedores Resting,1948,Argentine,Male,White,Not Hispanic or Latinx
Alvin Langdon Coburn,Ezra Pound Vortograph,1991,American,Male,White,Not Hispanic or Latinx
Ana Mendieta,"Untitled, No. 401",2001,Cuban-American,Female,White,Hispanic or Latinx
Ana Mendieta,Flowers on Body,2009,Cuban-American,Female,White,Hispanic or Latinx
Ana Mendieta,Flowers on Body,2013,Cuban-American,Female,White,Hispanic or Latinx
Ana Mendieta,Flowers on Body,2016,Cuban-American,Female,White,Hispanic or Latinx
Ana Mendieta,Flowers on Body,2020,Cuban-American,Female,White,Hispanic or Latinx
Ando Hiroshige,"Plum Estate, Kameido",2013,Japanese,Male,Asian,Not Hispanic or Latinx
Ando Hiroshige,"Plum Estate, Kameido",2016,Japanese,Male,Asian,Not Hispanic or Latinx
Ando Hiroshige,"Plum Estate, Kameido, from One Hundred Famous Views of Edo",2020,Japanese,Male,Asian,Not Hispanic or Latinx
André Derain,London Bridge,1959,French,Male,White,Not Hispanic or Latinx
André Derain,London Bridge,1970,French,Male,White,Not Hispanic or Latinx
André Derain,London Bridge,1975,French,Male,White,Not Hispanic or Latinx
André Derain,London Bridge,1980,French,Male,White,Not Hispanic or Latinx
André Derain,London Bridge,1986,French,Male,White,Not Hispanic or Latinx
André Derain,London Bridge,1991,French,Male,White,Not Hispanic or Latinx
André Derain,London Bridge,1996,French,Male,White,Not Hispanic or Latinx
André Derain,London Bridge,2001,French,Male,White,Not Hispanic or Latinx
André Derain,The Dance,2005,French,Male,White,Not Hispanic or Latinx
André Derain,The Dance,2009,French,Male,White,Not Hispanic or Latinx
André Derain,The Dance,2013,French,Male,White,Not Hispanic or Latinx
André Derain,Mountains at Collioure,2016,French,Male,White,Not Hispanic or Latinx
André Derain,The Dance,2016,French,Male,White,Not Hispanic or Latinx
André Derain,Mountains at Collioure,2020,French,Male,White,Not Hispanic or Latinx
André Derain,The Turning Road,2020,French,Male,White,Not Hispanic or Latinx
André-Adolphe-Eugène Disdéri,Princess Buonaparte-Gabrielli,1991,French,Male,White,Not Hispanic or Latinx
Andreas Gursky,Chicago Board of Trade II,2013,German ,Male,White,Not Hispanic or Latinx
Andreas Gursky,Chicago Board of Trade II,2016,German,Male,White,Not Hispanic or Latinx
Andreas Gursky,Chicago Board of Trade II,2020,German,Male,White,Not Hispanic or Latinx
Andrew Wyeth,Christina's World,1970,American,Male,White,Not Hispanic or Latinx
Andrew Wyeth,Christina's World,1975,American,Male,White,Not Hispanic or Latinx
Andrew Wyeth,Christina's World,1980,American,Male,White,Not Hispanic or Latinx
Andrew Wyeth,Christina's World,1986,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Marilyn Diptych,1991,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Marilyn Diptych,1996,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Green Coca-Cola Bottles,2001,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Marilyn Diptych,2001,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Green Coca-Cola Bottles,2005,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Marilyn Diptych,2005,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Green Coca-Cola Bottles,2009,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Marilyn Diptych,2009,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Green Coca-Cola Bottles,2013,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Green Coca-Cola Bottles,2016,American,Male,White,Not Hispanic or Latinx
Andy Warhol,Green Coca-Cola Bottles,2020,American,Male,White,Not Hispanic or Latinx
Angelica Kauffmann,"Cornelia, Mother of the Gracchi",1986,Swiss,Female,White,Not Hispanic or Latinx
Angelica Kauffmann,"Cornelia, Mother of the Gracchi",1991,Swiss,Female,White,Not Hispanic or Latinx
Angelica Kauffmann,"Cornelia, Mother of the Gracchi",1996,Swiss,Female,White,Not Hispanic or Latinx
Angelica Kauffmann,"Cornelia, Mother of the Gracchi",2001,Swiss,Female,White,Not Hispanic or Latinx
Angelica Kauffmann,"Cornelia, Mother of the Gracchi",2005,Swiss,Female,White,Not Hispanic or Latinx
Angelica Kauffmann,"Cornelia, Mother of the Gracchi",2009,Swiss,Female,White,Not Hispanic or Latinx
Angelica Kauffmann,"Cornelia, Mother of the Gracchi",2013,Swiss,Female,White,Not Hispanic or Latinx
Angelica Kauffmann,"Cornelia, Mother of the Gracchi",2016,Swiss,Female,White,Not Hispanic or Latinx
Angelica Kauffmann,"Cornelia Presenting Her Children as Her Treasures, or Mother of the Gracchi",2020,Swiss,Female,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,The Burial of Atala,1970,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,The Burial of Atala,1975,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,The Burial of Atala,1980,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,The Burial of Atala,1986,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,The Burial of Atala,1991,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,The Burial of Atala,1996,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,The Burial of Atala,2001,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,The Burial of Atala,2005,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,Burial of Atala,2009,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,Burial of Atala,2013,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,Burial of Atala,2016,French,Male,White,Not Hispanic or Latinx
Anne Louis Girodet Trioson,Burial of Atala,2020,French,Male,White,Not Hispanic or Latinx
Ansel Adams,"Monolith, the Face of Half Dome, Yosemite Valley, California",1991,American,Male,White,Not Hispanic or Latinx
Anselm Feuerbach,Medea,1980,German,Male,White,Not Hispanic or Latinx
Anselm Feuerbach,Medea,1986,German,Male,White,Not Hispanic or Latinx
Anselm Feuerbach,Medea,1996,German,Male,White,Not Hispanic or Latinx
Anselm Kiefer,"Vater, Sohn, Heiliger Geist (Father, Son, Holy Ghost)",1991,German,Male,White,Not Hispanic or Latinx
Anselm Kiefer,"Vater, Sohn, Heiliger Geist (Father, Son, Holy Ghost)",1996,German,Male,White,Not Hispanic or Latinx
Anselm Kiefer,Nigredo,2001,German,Male,White,Not Hispanic or Latinx
Anselm Kiefer,Nigredo,2005,German,Male,White,Not Hispanic or Latinx
Anselm Kiefer,Nigredo,2009,German,Male,White,Not Hispanic or Latinx
Anselm Kiefer,Nigredo,2013,German,Male,White,Not Hispanic or Latinx
Anselm Kiefer,Nigredo,2016,German,Male,White,Not Hispanic or Latinx
Anselm Kiefer,Nigredo,2020,German,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Pest House at Jaffa,1970,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Pest House at Jaffa,1975,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Pest House at Jaffa,1980,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Pest House at Jaffa,1986,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Pest House at Jaffa,1991,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Pest House at Jaffa,1996,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Napoleon at the Pesthouse at Jaffa,2001,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Napoleon at the Pesthouse at Jaffa,2005,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Napoleon at the Pesthouse at Jaffa,2009,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Napoleon at the Pesthouse at Jaffa,2013,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Napoleon Visiting the Plague-Stricken in Jaffa,2016,French,Male,White,Not Hispanic or Latinx
Antoine Jean Gros,Napolean Visiting the Plague-Stricken in Jaffa,2020,French,Male,White,Not Hispanic or Latinx
Arnold Böcklin,The Isle of the Dead,1980,Swiss,Male,White,Not Hispanic or Latinx
Arshile Gorky,Garden in Sochi,2013,Armenian-American,Male,White,Not Hispanic or Latinx
Arshile Gorky,Garden in Sochi,2016,Armenian-American,Male,White,Not Hispanic or Latinx
Arshile Gorky,Garden in Sochi,2020,Armenian-American,Male,White,Not Hispanic or Latinx
Arthur B. Davies,Unicorns,1926,American,Male,White,Not Hispanic or Latinx
Arthur Dove,Nature Symbolized No. 2,2013,American,Male,White,Not Hispanic or Latinx
Arthur Dove,Nature Symbolized No. 2,2016,American,Male,White,Not Hispanic or Latinx
Arthur Dove,Nature Symbolized No. 2,2020,American,Male,White,Not Hispanic or Latinx
Aubrey Beardsley,The Peacock Skirt,1986,British,Male,White,Not Hispanic or Latinx
Aubrey Beardsley,The Peacock Skirt,1996,British,Male,White,Not Hispanic or Latinx
Aubrey Beardsley,The Peacock Skirt,2001,British,Male,White,Not Hispanic or Latinx
Aubrey Beardsley,The Peacock Skirt,2005,British,Male,White,Not Hispanic or Latinx
Aubrey Beardsley,The Peacock Skirt,2009,British,Male,White,Not Hispanic or Latinx
Audrey Flack,Marilyn  ,2001,American,Female,White,Not Hispanic or Latinx
Audrey Flack,Marilyn,2005,American,Female,White,Not Hispanic or Latinx
Audrey Flack,Marilyn,2009,American,Female,White,Not Hispanic or Latinx
Audrey Flack,Marilyn,2013,American,Female,White,Not Hispanic or Latinx
Audrey Flack,Marilyn,2016,American,Female,White,Not Hispanic or Latinx
Audrey Flack,Marilyn,2020,American,Female,White,Not Hispanic or Latinx
August Sander,Lackarbeiter (Varnisher),1991,German,Male,White,Not Hispanic or Latinx
Auguste Renoir,Lady at the Piano,1926,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Luncheon of the Boating Party,1936,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Luncheon of the Boating Party,1948,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Luncheon of the Boating Party,1959,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,1970,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,1975,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,1980,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,1986,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,1991,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,1996,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,2001,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,2005,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,2009,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Le Moulin de la Galette,2013,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Dance at Le Moulin de la Galette,2016,French,Male,White,Not Hispanic or Latinx
Auguste Renoir,Dance at Le Moulin de la Galette,2020,French,Male,White,Not Hispanic or Latinx
Barbara Kruger,Untitled (Your Gaze Hits the Side of My Face),1991,American,Female,White,Not Hispanic or Latinx
Barbara Kruger,Untitled (Your Gaze Hits the Side of My Face),1996,American,Female,White,Not Hispanic or Latinx
Barbara Kruger,Untitled (Your Gaze Hits the Side of My Face),2001,American,Female,White,Not Hispanic or Latinx
Barbara Kruger,Untitled (Your Gaze Hits the Side of My Face),2005,American,Female,White,Not Hispanic or Latinx
Barbara Kruger,Untitled (Your Gaze Hits the Side of My Face),2009,American,Female,White,Not Hispanic or Latinx
Barbara Kruger,Untitled (Your Gaze Hits the Side of My Face),2013,American,Female,White,Not Hispanic or Latinx
Barbara Kruger,Your Gaze Hits the Side of My Face,2016,American,Female,White,Not Hispanic or Latinx
Barbara Kruger,Your Gaze Hits the Side of My Face,2020,American,Female,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus Sublimis,1980,American,Male,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus Sublimis,1986,American,Male,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus Sublimis,1991,American,Male,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus Sublimis,1996,American,Male,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus Sublimis,2001,American,Male,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus Sublimis,2005,American,Male,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus Sublimis,2009,American,Male,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus Sublimis,2013,American,Male,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus Sublimis,2016,American,Male,White,Not Hispanic or Latinx
Barnett Newman,Vir Heroicus (Sublime Heroic Man),2020,American,Male,White,Not Hispanic or Latinx
Ben Shahn,Handball,1959,American,Male,White,Not Hispanic or Latinx
Ben Shahn,Handball,1970,American,Male,White,Not Hispanic or Latinx
Ben Shahn,Handball,1975,American,Male,White,Not Hispanic or Latinx
Ben Shahn,Handball,1980,American,Male,White,Not Hispanic or Latinx
Ben Shahn,Handball,1986,American,Male,White,Not Hispanic or Latinx
Ben Shahn,The Passion of Sacco and Vanzetti,1991,American,Male,White,Not Hispanic or Latinx
Ben Shahn,The Passion of Sacco and Vanzetti,1996,American,Male,White,Not Hispanic or Latinx
Benjamin West,The Death of General Wolfe,1980,American,Male,White,Not Hispanic or Latinx
Benjamin West,The Death of General Wolfe,1986,American,Male,White,Not Hispanic or Latinx
Benjamin West,The Death of General Wolfe,1991,American,Male,White,Not Hispanic or Latinx
Benjamin West,The Death of General Wolfe,1996,American,Male,White,Not Hispanic or Latinx
Benjamin West,The Death of General Wolfe,2001,American,Male,White,Not Hispanic or Latinx
Benjamin West,The Death of General Wolfe,2005,American,Male,White,Not Hispanic or Latinx
Benjamin West,Death of General Wolfe,2009,American,Male,White,Not Hispanic or Latinx
Benjamin West,Death of General Wolfe,2013,American,Male,White,Not Hispanic or Latinx
Benjamin West,Death of General Wolfe,2016,American,Male,White,Not Hispanic or Latinx
Benjamin West,Death of General Wolfe,2020,American,Male,White,Not Hispanic or Latinx
Bernard Buffet,Pietà,1996,French,Male,White,Not Hispanic or Latinx
Berthe Morisot,Villa at the Seaside,1996,French,Female,White,Not Hispanic or Latinx
Berthe Morisot,Villa at the Seaside,2001,French,Female,White,Not Hispanic or Latinx
Berthe Morisot,Villa at the Seaside,2005,French,Female,White,Not Hispanic or Latinx
Berthe Morisot,Villa at the Seaside,2009,French,Female,White,Not Hispanic or Latinx
Berthe Morisot,Villa at the Seaside,2013,French,Female,White,Not Hispanic or Latinx
Berthe Morisot,Summer's Day,2016,French,Female,White,Not Hispanic or Latinx
Berthe Morisot,Summer's Day,2020,French,Female,White,Not Hispanic or Latinx
Boris Maluev,Construction Workers,1986,Russian,Male,White,Not Hispanic or Latinx
Bridget Riley,Current,1970,British,Female,White,Not Hispanic or Latinx
Bridget Riley,Current,1975,British,Female,White,Not Hispanic or Latinx
Bridget Riley,Current,1980,British,Female,White,Not Hispanic or Latinx
Bridget Riley,Current,1986,British,Female,White,Not Hispanic or Latinx
Bridget Riley,Current,1996,British,Female,White,Not Hispanic or Latinx
Bridget Riley,Fission,2013,British,Female,White,Not Hispanic or Latinx
Bridget Riley,Fission,2016,British,Female,White,Not Hispanic or Latinx
Bridget Riley,Fission,2020,British,Female,White,Not Hispanic or Latinx
Camille Pissarro,Place du Théâtre Français,1970,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,Place du Théâtre Français,1975,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,Place du Théâtre Français,1980,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,Place du Théâtre Français,1986,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,Place du Théâtre Français,1991,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,Place du Théâtre Français,1996,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,La Place du Théâtre Français,2001,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,La Place du Théâtre Français,2005,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,La Place du Théâtre Français,2009,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,La Place du Théâtre Français,2013,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,La Place du Théâtre Français,2016,Danish-French,Male,White,Not Hispanic or Latinx
Camille Pissarro,La Place du Théâtre Français,2020,Danish-French,Male,White,Not Hispanic or Latinx
Cândido Portinari,Morro,1948,Brazilian,Male,White,Not Hispanic or Latinx
Carrie Mae Weems,"Man Smoking/Malcolm X, from the Kitchen Table series",2016,American,Female,Black or African American,Not Hispanic or Latinx
Carrie Mae Weems,Man Smoking/Malcolm X,2020,American,Female,Black or African American,Not Hispanic or Latinx
Caspar David Friedrich,Cloister Graveyard in the Snow,1970,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Cloister Graveyard in the Snow,1975,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Cloister Graveyard in the Snow,1980,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Cloister Graveyard in the Snow,1986,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Cloister Graveyard in the Snow,1991,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Cloister Graveyard in the Snow,1996,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Cloister Graveyard in the Snow,2001,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Abbey in the Oak Forest,2005,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Abbey in the Oak Forest,2009,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Abbey in the Oak Forest,2013,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Wanderer above a Sea of Mist,2013,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Abbey in the Oak Forest,2016,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Wanderer above a Sea of Mist,2016,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Abbey in the Oak Forest,2020,German,Male,White,Not Hispanic or Latinx
Caspar David Friedrich,Wanderer above a Sea of Mist,2020,German,Male,White,Not Hispanic or Latinx
Charles Demuth,My Egypt,1959,American,Male,White,Not Hispanic or Latinx
Charles Demuth,My Egypt,2001,American,Male,White,Not Hispanic or Latinx
Charles Demuth,My Egypt,2005,American,Male,White,Not Hispanic or Latinx
Charles Demuth,My Egypt,2009,American,Male,White,Not Hispanic or Latinx
Charles Demuth,My Egypt,2013,American,Male,White,Not Hispanic or Latinx
Charles Demuth,My Egypt,2016,American,Male,White,Not Hispanic or Latinx
Charles Demuth,My Egypt,2020,American,Male,White,Not Hispanic or Latinx
Charles Ephraim Burchfield,Civic Improvement,1936,American,Male,White,Not Hispanic or Latinx
Charles Ephraim Burchfield,Civic Improvement,1948,American,Male,White,Not Hispanic or Latinx
Charles Sheeler,Totems in Steel,1948,American,Male,White,Not Hispanic or Latinx
Charles Sheeler,The Upper Deck,1991,American,Male,White,Not Hispanic or Latinx
Charles Sheeler,Upper Deck,1991,American,Male,White,Not Hispanic or Latinx
Charles Sheeler,The Upper Deck,1996,American,Male,White,Not Hispanic or Latinx
Charles Sheeler,The Upper Deck,1996,American,Male,White,Not Hispanic or Latinx
Charles Sheeler,The Upper Deck,2001,American,Male,White,Not Hispanic or Latinx
"Chaucer, Printed by William Morris; illustrated by Burne-Jones","The Works of Geoffrey Chaucer, now newly imprinted",1926,British,Male,White,Not Hispanic or Latinx
Chris Ofili,The Holy Virgin Mary,2005,British,Male,Black or African American,Not Hispanic or Latinx
Chris Ofili,The Holy Virgin Mary,2009,British,Male,Black or African American,Not Hispanic or Latinx
Chris Ofili,The Holy Virgin Mary,2013,British,Male,Black or African American,Not Hispanic or Latinx
Chris Ofili,The Holy Virgin Mary,2016,British,Male,Black or African American,Not Hispanic or Latinx
Chuck Close,Self-Portrait,1996,American,Male,White,Not Hispanic or Latinx
Chuck Close,Big Self-Portrait,2001,American,Male,White,Not Hispanic or Latinx
Chuck Close,Big Self-Portrait,2005,American,Male,White,Not Hispanic or Latinx
Chuck Close,Big Self-Portrait,2009,American,Male,White,Not Hispanic or Latinx
Chuck Close,Big Self-Portrait,2013,American,Male,White,Not Hispanic or Latinx
Chuck Close,Big Self-Portrait,2016,American,Male,White,Not Hispanic or Latinx
Chuck Close,Big Self-Portrait,2020,American,Male,White,Not Hispanic or Latinx
Cindy Sherman,Untitled  ,1996,American,Female,White,Not Hispanic or Latinx
Cindy Sherman,Untitled Film Still #35,2001,American,Female,White,Not Hispanic or Latinx
Cindy Sherman,Untitled Film Still #35,2005,American,Female,White,Not Hispanic or Latinx
Cindy Sherman,Untitled Film Still #35,2009,American,Female,White,Not Hispanic or Latinx
Cindy Sherman,Untitled Film Still #35,2013,American,Female,White,Not Hispanic or Latinx
Cindy Sherman,Untitled Film Still #35,2016,American,Female,White,Not Hispanic or Latinx
Cindy Sherman,Untitled Film Still #35,2020,American,Female,White,Not Hispanic or Latinx
Claude Monet,Westminster,1926,French,Male,White,Not Hispanic or Latinx
Claude Monet,Westminster,1936,French,Male,White,Not Hispanic or Latinx
Claude Monet,Waterloo Bridge,1959,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral,1970,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral,1975,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral,1980,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral,1986,French,Male,White,Not Hispanic or Latinx
Claude Monet,Cliff at Étretat,1991,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral (façade),1991,French,Male,White,Not Hispanic or Latinx
Claude Monet,Luncheon (Decorative Panel),1996,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral: The Portal (in Sun),1996,French,Male,White,Not Hispanic or Latinx
Claude Monet,Impression: Sunrise,2001,French,Male,White,Not Hispanic or Latinx
Claude Monet,Saint-Lazare Train Station,2001,French,Male,White,Not Hispanic or Latinx
Claude Monet,Le Bassin d'Argenteuil,2001,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral: The Portal (in Sun),2001,French,Male,White,Not Hispanic or Latinx
Claude Monet,Impression: Sunrise,2005,French,Male,White,Not Hispanic or Latinx
Claude Monet,Saint-Lazare Train Station,2005,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral: The Portal (in Sun),2005,French,Male,White,Not Hispanic or Latinx
Claude Monet,Impression: Sunrise,2009,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral: The Portal (in Sun),2009,French,Male,White,Not Hispanic or Latinx
Claude Monet,Train Station,2009,French,Male,White,Not Hispanic or Latinx
Claude Monet,Impression: Sunrise,2013,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral: The Portal (in Sun),2013,French,Male,White,Not Hispanic or Latinx
Claude Monet,Saint-Lazare Train Station,2013,French,Male,White,Not Hispanic or Latinx
Claude Monet,Impression: Sunrise,2016,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral: The Portal (in Sun),2016,French,Male,White,Not Hispanic or Latinx
Claude Monet,Saint-Lazare Train Station,2016,French,Male,White,Not Hispanic or Latinx
Claude Monet,Impression: Sunrise,2020,French,Male,White,Not Hispanic or Latinx
Claude Monet,Saint-Lazare Train Station,2020,French,Male,White,Not Hispanic or Latinx
Claude Monet,Rouen Cathedral: The Portal (in Sun),2020,French,Male,White,Not Hispanic or Latinx
